20
2016	1	2017	1	2018	0	2019	0	2000	0	2001	1	2002	1	2003	1	2004	0	2005	0	2006	1	2007	0	2008	0	2009	1	2010	1	2011	0	2012	0	2013	0	2014	1	2015	1	
0	2016	1	2017	0	2018	1	2019	0	2000	1	2001	0	2002	0	2003	1	2004	0	2005	1	2006	0	2007	1	2008	1	2009	0	2010	0	2011	1	2012	1	2013	0	2014	0	2015	1	
1	2016	0	2017	0	2018	0	2019	1	2000	1	2001	0	2002	0	2003	1	2004	0	2005	1	2006	0	2007	1	2008	0	2009	0	2010	0	2011	0	2012	0	2013	1	2014	1	2015	0	
2	2016	1	2017	1	2018	1	2019	0	2000	1	2001	0	2002	1	2003	1	2004	0	2005	1	2006	1	2007	0	2008	0	2009	0	2010	1	2011	0	2012	0	2013	0	2014	1	2015	1	
3	2016	1	2017	1	2018	1	2019	1	2000	1	2001	1	2002	1	2003	1	2004	1	2005	1	2006	1	2007	1	2008	1	2009	1	2010	1	2011	1	2012	1	2013	1	2014	1	2015	1	
4	2016	1	2017	1	2018	1	2019	1	2000	1	2001	1	2002	1	2003	1	2004	1	2005	1	2006	1	2007	1	2008	1	2009	1	2010	1	2011	1	2012	1	2013	1	2014	1	2015	1	
5	2016	0	2017	0	2018	0	2019	1	2000	1	2001	0	2002	0	2003	0	2004	1	2005	0	2006	0	2007	0	2008	0	2009	0	2010	0	2011	1	2012	0	2013	0	2014	0	2015	0	
6	2016	1	2017	1	2018	1	2019	1	2000	1	2001	1	2002	1	2003	1	2004	1	2005	1	2006	1	2007	1	2008	1	2009	1	2010	1	2011	1	2012	1	2013	1	2014	1	2015	1	
7	2016	1	2017	1	2018	0	2019	0	2000	1	2001	1	2002	0	2003	0	2004	1	2005	0	2006	1	2007	0	2008	0	2009	0	2010	0	2011	0	2012	0	2013	0	2014	1	2015	0	
8	2016	0	2017	1	2018	0	2019	0	2000	0	2001	0	2002	1	2003	1	2004	1	2005	0	2006	0	2007	1	2008	0	2009	0	2010	1	2011	1	2012	0	2013	1	2014	0	2015	1	
9	2016	1	2017	1	2018	0	2019	0	2000	1	2001	1	2002	0	2003	1	2004	0	2005	0	2006	1	2007	0	2008	0	2009	1	2010	0	2011	0	2012	0	2013	0	2014	1	2015	1	
10	2016	1	2017	1	2018	0	2019	0	2000	1	2001	1	2002	0	2003	1	2004	0	2005	0	2006	1	2007	0	2008	0	2009	0	2010	0	2011	0	2012	0	2013	0	2014	0	2015	1	
11	2016	1	2017	1	2018	0	2019	0	2000	1	2001	0	2002	1	2003	1	2004	0	2005	0	2006	1	2007	0	2008	1	2009	1	2010	1	2011	0	2012	0	2013	0	2014	1	2015	1	
12	2016	0	2017	1	2018	0	2019	1	2000	1	2001	1	2002	0	2003	1	2004	1	2005	1	2006	0	2007	1	2008	1	2009	1	2010	0	2011	1	2012	0	2013	1	2014	1	2015	1	
13	2016	1	2017	1	2018	0	2019	0	2000	1	2001	0	2002	0	2003	0	2004	0	2005	0	2006	1	2007	0	2008	0	2009	1	2010	0	2011	0	2012	0	2013	0	2014	1	2015	1	
14	2016	1	2017	0	2018	1	2019	1	2000	0	2001	1	2002	1	2003	0	2004	1	2005	0	2006	1	2007	0	2008	1	2009	0	2010	1	2011	0	2012	1	2013	0	2014	1	2015	0	
15	2016	1	2017	1	2018	0	2019	0	2000	1	2001	0	2002	0	2003	1	2004	0	2005	0	2006	1	2007	0	2008	0	2009	0	2010	0	2011	0	2012	0	2013	0	2014	1	2015	1	
16	2016	1	2017	1	2018	0	2019	0	2000	0	2001	1	2002	0	2003	1	2004	0	2005	0	2006	1	2007	0	2008	1	2009	0	2010	1	2011	0	2012	0	2013	0	2014	1	2015	1	
17	2016	1	2017	1	2018	0	2019	0	2000	1	2001	1	2002	0	2003	1	2004	0	2005	0	2006	1	2007	0	2008	1	2009	0	2010	0	2011	0	2012	0	2013	0	2014	1	2015	1	
18	2016	0	2017	1	2018	0	2019	1	2000	0	2001	0	2002	0	2003	1	2004	0	2005	1	2006	0	2007	1	2008	0	2009	1	2010	0	2011	1	2012	1	2013	1	2014	0	2015	1	
19	2016	1	2017	1	2018	0	2019	0	2000	1	2001	1	2002	1	2003	1	2004	1	2005	0	2006	1	2007	0	2008	0	2009	1	2010	1	2011	0	2012	0	2013	0	2014	1	2015	1	
20	2016	1	2017	1	2018	0	2019	0	2000	1	2001	0	2002	1	2003	1	2004	0	2005	0	2006	1	2007	0	2008	0	2009	1	2010	1	2011	0	2012	0	2013	0	2014	1	2015	1	
21	2016	1	2017	0	2018	1	2019	1	2000	1	2001	1	2002	0	2003	1	2004	1	2005	1	2006	0	2007	1	2008	1	2009	1	2010	1	2011	1	2012	0	2013	0	2014	1	2015	1	
22	2016	1	2017	1	2018	0	2019	0	2000	1	2001	1	2002	1	2003	1	2004	1	2005	0	2006	1	2007	1	2008	1	2009	1	2010	1	2011	0	2012	1	2013	0	2014	1	2015	1	
